UPC,PRODUCT_GROUP,PRODUCT_NAME,SKU,Fabric,Gender,Category,Style,Design,Color,Size,TYPE_NAME_DETAIL_EN,TYPE_NAME_GROUP,Price
5509671427109,Concept,SBR,CCO-HAM-UNI-JEW-BRA-SBR-MIX-0,HAM,UNI,JEW,BRA,SBR,MIX,0,0,Other,600000
5514876845108,Concept,PURE RICE,CPU-MSA-UNI-FNB-SAK-PUE-MIX-300,MSA,UNI,FNB,SAK,PUE,MIX,300,0,Other,215000
5520062607771,Concept,Penny Loafer,CCO-DSP-UNI-FWR-LES-PEN-TAN-39,DSP,UNI,FWR,LES,PEN,TAN,39,0,Other,7800000
5522662469674,Apparel,Logo,GPR-GPI-MEN-POL-RIB-LOG-AGD-S,GPI,MEN,POL,RIB,LOG,AGD,S,Polo Short sleeves,Polo,1390000
5526388477432,Apparel,Traffic Jam,GPR-GFN-MEN-SHS-EBT-TJM-BLK-S,GFN,MEN,SHS,EBT,TJM,BLK,S,Short men straight,Short,1050000
5533741109909,Concept,ED Cushion -  Miss Lao,CCO-EDE-UNI-HDR-CUS-LAO-WHI-0,EDE,UNI,HDR,CUS,LAO,WHI,0,0,Other,480000
5537872329502,Concept,"Silk beads, Golden metal",CCO-HAM-UNI-JEW-NEC-101-MIX-0,HAM,UNI,JEW,NEC,101,MIX,0,0,Other,1800000
5540676974106,Apparel,Urban,GPR-GBA-MEN-TSS-ONE-URB-JBG-M,GBA,MEN,TSS,ONE,URB,JBG,M,T-Shirt Short Sleeves,T-Shirt,710000
5545749205828,Apparel,Old Quarter,GPR-GOR-MEN-TSS-ONE-OQR-GRE-XL,GOR,MEN,TSS,ONE,OQR,GRE,XL,T-Shirt Short Sleeves,T-Shirt,790000
5546154323404,Concept,Loafer Blake,CCO-DSP-UNI-FWR-LES-BLA-CHE-43,DSP,UNI,FWR,LES,BLA,CHE,43,0,Other,10800000
5553918912101,Apparel,Water Buffalo,GPR-GOR-KID-TSS-ONE-WBO-JBG-4,GOR,KID,TSS,ONE,WBO,JBG,4,T-Shirt Short Sleeves,T-Shirt,590000
5554676968874,Apparel,Hoi An,GPR-GOR-MEN-TSS-ONE-HAI-BLK-XL,GOR,MEN,TSS,ONE,HAI,BLK,XL,T-Shirt Short Sleeves,T-Shirt,790000
5557925417833,Art,THE RAIN COLLECTOR,CCO-PAS-UNI-ART-ART-TRC-MIX-A4,PAS,UNI,ART,ART,TRC,MIX,A4,0,Other,4000000
5558516755631,Apparel,Shuttlecock,GPR-GFN-KID-SWL-ONE-SHU-BLK-6,GFN,KID,SWL,ONE,SHU,BLK,6,Sweatshirt long sleeves,Shirt,890000
5572332089732,Apparel,Jungle,GPR-GPI-MEN-POL-MAN-JUN-WHI-M,GPI,MEN,POL,MAN,JUN,WHI,M,Polo Short sleeves,Polo,1190000
5598580919041,Accessories,Hand Fan Holder,GPR-OTH-UNI-HDR-SAS-HDF-CRE-0,OTH,UNI,HDR,SAS,HDF,CRE,0,0,Other,125000
5601890135831,Accessories,Tropical Night,GPR-OTH-UNI-SOU-NBP-TNT-WHI-A6,OTH,UNI,SOU,NBP,TNT,WHI,A6,0,Other,210000
5625500674633,Apparel,Macaw,GPR-GCV-WOM-BLC-ONE-SMA-WHI-M,GCV,WOM,BLC,ONE,SMA,WHI,M,Blouse Crop Top,Blouse,1690000
5626841705475,Apparel,The Chairs,GPR-GOR-MEN-TSS-HNE-TCS-WHI-S,GOR,MEN,TSS,HNE,TCS,WHI,S,T-Shirt Short Sleeves,T-Shirt,1390000
5628091841002,Apparel,Green Star fruit,GPR-GSU-WOM-TSP-ONE-SF2-NI-S,GSU,WOM,TSP,ONE,SF2,NI,S,T-shirts Pocket Short Sleeves,T-Shirt,1790000
5633161623372,Concept,Stromae I,CCO-DSP-UNI-HDR-TRA-ST1-CHO-0,DSP,UNI,HDR,TRA,ST1,CHO,0,0,Other,2350000
5635130104707,Concept,Brel,CCO-DSP-UNI-BAG-CHR-BRE-DRE-0,DSP,UNI,BAG,CHR,BRE,DRE,0,0,Other,1500000
5641257266839,Concept,Bộ cờ tỷ phú  - Saigonopoly,CPU-MAZ-UNI-SOU-GAM-SGY-WOE-0,MAZ,UNI,SOU,GAM,SGY,WOE,0,0,Other,3890000
5652921921435,Apparel,Flying Stock,GPR-GSL-WOM-TTS-ONE-FST-ORA-XL,GSL,WOM,TTS,ONE,FST,ORA,XL,Tank Top Sleeveless,Tank Top,750000
5659070726133,Concept,Khăn 2M Dương Vân Nga 70x70,CCO-LAN-UNI-HWR-SC2-DVN-YEL-70x70,LAN,UNI,HWR,SC2,DVN,YEL,70x70,0,Other,749000
5667736873930,Concept,Aznavour I,CCO-DSP-UNI-BAG-CCR-AZ1-DRE-0,DSP,UNI,BAG,CCR,AZ1,DRE,0,0,Other,2100000
5671616125835,Apparel,Vietnam Telecom,GPR-GOR-MEN-TSS-ONE-VTM-WHI-M,GOR,MEN,TSS,ONE,VTM,WHI,M,T-Shirt Short Sleeves,T-Shirt,790000
5677857716870,Concept,Mũ ba hoa - AHA2,CCO-TOH-UNI-HWR-HAT-AH2-MIX-0,TOH,UNI,HWR,HAT,AH2,MIX,0,0,Other,270000
5692034697773,Apparel,Logo,GPR-GOR-MEN-POL-MAN-LOG-JBG-M,GOR,MEN,POL,MAN,LOG,JBG,M,Polo Short sleeves,Polo,1090000
5697266319899,Apparel,Star Map,GPR-GSL-WOM-FZE-BNE-SMP-BLK-S,GSL,WOM,FZE,BNE,SMP,BLK,S,Freesize,Freesize,750000
5707430833233,Apparel,Chair,GPR-GSP-MEN-POL-MAN-CHA-BLK-M,GSP,MEN,POL,MAN,CHA,BLK,M,Polo Short sleeves,Polo,1090000
5715267852303,Apparel,Banana Leaf,GPR-GSU-WOM-TTB-BNE-BLF-WHI-XL,GSU,WOM,TTB,BNE,BLF,WHI,XL,Tanktop Open Back,Tank Top,850000
5725072022167,Concept,"Jade, Ebony",CCO-HAM-UNI-JEW-NEC-N03-MIX-0,HAM,UNI,JEW,NEC,N03,MIX,0,0,Other,1210000
5741636842309,Concept,Tassel Loafer,CCO-DSP-UNI-FWR-HDB-TAL-PBP-38,DSP,UNI,FWR,HDB,TAL,PBP,38,0,Other,7800000
5745812785275,Apparel,Gio Vit,GPR-GBA-MEN-TSS-ONE-GVT-WHI-L,GBA,MEN,TSS,ONE,GVT,WHI,L,T-Shirt Short Sleeves,T-Shirt,710000
5748545589974,Concept,Boxer,CCO-DSP-UNI-FWR-LES-BOX-GRE-41,DSP,UNI,FWR,LES,BOX,GRE,41,0,Other,6200000
5755926423970,Accessories,Xich lo,GPR-OTH-UNI-SOU-LUG-XLO-MNT-0,OTH,UNI,SOU,LUG,XLO,MNT,0,0,Other,155000
5757429725278,Apparel,Street Vendor,GPR-GOR-MEN-TSS-ONE-SVR-WHI-L,GOR,MEN,TSS,ONE,SVR,WHI,L,T-Shirt Short Sleeves,T-Shirt,990000
5759519417131,Concept,Writer's box,CCO-DSP-UNI-SOU-SAS-WRB-SLR-0,DSP,UNI,SOU,SAS,WRB,SLR,0,0,Other,5500000
5765190005703,Concept,ED Tote Bag - Miss Lao,CCO-EDE-UNI-BAG-TTB-LAO-WHI-0,EDE,UNI,BAG,TTB,LAO,WHI,0,0,Other,470000
5766214374775,Concept,Quốc học Huế 2 90x90,CCO-LAN-UNI-HWR-SC2-QHH-RED-90x90,LAN,UNI,HWR,SC2,QHH,RED,90x90,0,Other,989000
5768319046205,Apparel,Chair,GPR-GSP-MEN-POL-MAN-CHA-BLK-XL,GSP,MEN,POL,MAN,CHA,BLK,XL,Polo Short sleeves,Polo,1090000
5769880382631,Apparel,Logo,GPR-GPI-MEN-POL-RIB-LOG-OLI-XL,GPI,MEN,POL,RIB,LOG,OLI,XL,Polo Short sleeves,Polo,1390000
5775589719777,Concept,"Silk beads, Agate, Metal",CCO-HAM-UNI-JEW-NEC-A34-MIX-0,HAM,UNI,JEW,NEC,A34,MIX,0,0,Other,2200000
5777231494391,Concept,"Silk beads, Enamel",CCO-HAM-UNI-JEW-NEC-080-MIX-0,HAM,UNI,JEW,NEC,080,MIX,0,0,Other,1800000
5790623425278,Concept,Loafer Ngoc Loafer,CCO-DSP-UNI-FWR-LES-NGO-CHE-45,DSP,UNI,FWR,LES,NGO,CHE,45,0,Other,10800000
5794197704609,Concept,Tượng sơn mài Kỳ Lân trung,CPU-PSD-UNI-SOU-DEC-UNI-RED-M,PSD,UNI,SOU,DEC,UNI,RED,M,0,Other,790000
5797373343401,Concept,Truyện Kiều 2 90x90,CCO-LAN-UNI-HWR-SC2-TKU-PIN-90x90,LAN,UNI,HWR,SC2,TKU,PIN,90x90,0,Other,989000
5803820166933,Apparel,Rain Forest,GPR-GCV-MEN-SIS-BUT-RFT-WHI-XXL,GCV,MEN,SIS,BUT,RFT,WHI,XXL,Shirt Short Sleeves ,Shirt,1790000
5808815631830,Apparel,Hang Hoa,GPR-GBA-MEN-TSS-ONE-HHA-WHI-XL,GBA,MEN,TSS,ONE,HHA,WHI,XL,T-Shirt Short Sleeves,T-Shirt,890000
5811509411205,Apparel,Hanoi Corner,GPR-GOR-MEN-TSS-ONE-HNC-WHI-XXL,GOR,MEN,TSS,ONE,HNC,WHI,XXL,T-Shirt Short Sleeves,T-Shirt,1090000
5813006182602,Apparel,Traffic jam,GPR-GBA-MEN-TSP-ONE-TJM-OLI-M,GBA,MEN,TSP,ONE,TJM,OLI,M,T-shirts Pocket Short Sleeves,T-Shirt,710000
5813397003234,Apparel,Ha Noi Beer,GPR-GOR-MEN-TSP-ONE-HNB-RED-M,GOR,MEN,TSP,ONE,HNB,RED,M,T-shirts Pocket Short Sleeves,T-Shirt,790000
5814347207283,Concept,Khăn 2M Sapa 70x70,CCO-LAN-UNI-HWR-SC2-SPA-PUR-70x70,LAN,UNI,HWR,SC2,SPA,PUR,70x70,0,Other,749000
5820263708674,Apparel,Rain Forest,GPR-GSP-MEN-POL-MAN-RFT-VIO-M,GSP,MEN,POL,MAN,RFT,VIO,M,Polo Short sleeves,Polo,1090000
5820694690319,Apparel,Autumn Lion,GPR-GSL-KID-TSS-ONE-AUL-WHI-12,GSL,KID,TSS,ONE,AUL,WHI,12,T-Shirt Short Sleeves,T-Shirt,650000
5821545244606,Concept,Laughing Buddha,CPU-PSD-UNI-SOU-DEC-LBA-GRN-12,PSD,UNI,SOU,DEC,LBA,GRN,12,0,Other,395000
5823884718770,Concept,Đoàn Thị Điểm 60x60,CCO-LAN-UNI-HWR-SC2-DTD-GRN-60x60,LAN,UNI,HWR,SC2,DTD,GRN,60x60,0,Other,549000
5825854820339,Apparel,Saigon Story,GPR-GOR-MEN-TSP-ONE-SSY-GRE-S,GOR,MEN,TSP,ONE,SSY,GRE,S,T-shirts Pocket Short Sleeves,T-Shirt,790000
5826836245645,Accessories,Dragonflies,GPR-OTH-UNI-SOU-HFS-DRF-RED-0,OTH,UNI,SOU,HFS,DRF,RED,0,0,Other,355000
5827708786600,Accessories,EYES COVER,GPR-OTH-UNI-SOU-ECV-MIX-MIX-0,OTH,UNI,SOU,ECV,MIX,MIX,0,0,Other,165000
5830917549508,Concept,Star Loafer,CCO-DSP-UNI-FWR-HDB-STL-LEA-47,DSP,UNI,FWR,HDB,STL,LEA,47,0,Other,7800000
5836372874032,Accessories,Túi đa dụng ( Double Bag ),GPR-OTH-UNI-BAG-OTH-DBG-GRE-0,OTH,UNI,BAG,OTH,DBG,GRE,0,0,Other,790000
5841387403030,Apparel,Red Daisy,GPR-GSU-WOM-TTB-BNE-RDY-WHI-M,GSU,WOM,TTB,BNE,RDY,WHI,M,Tanktop Open Back,Tank Top,850000
5844693023473,Concept,KM Sensitive Skins,CCO-ODE-UNI-COS-BCE-D05-NON-0,ODE,UNI,COS,BCE,D05,NON,0,0,Other,215000
5854961571537,Concept,Coral,CCO-HAM-UNI-JEW-NEC-143-MIX-0,HAM,UNI,JEW,NEC,143,MIX,0,0,Other,6000000
5861108765377,Apparel,Xich Lo,GPR-GBA-MEN-TSS-ONE-XLO-BLK-XXL,GBA,MEN,TSS,ONE,XLO,BLK,XXL,T-Shirt Short Sleeves,T-Shirt,710000
5873894395577,Apparel,Traffic jam,GPR-GBA-MEN-TSP-ONE-TJM-OLI-XL,GBA,MEN,TSP,ONE,TJM,OLI,XL,T-shirts Pocket Short Sleeves,T-Shirt,710000
5878989924175,Concept,Chukka Boot,CCO-DSP-UNI-FWR-LES-CHU-DBN-37,DSP,UNI,FWR,LES,CHU,DBN,37,0,Other,7500000
5880473546237,Apparel,The Chairs,GPR-GOR-MEN-TSS-HNE-TCS-WHI-L,GOR,MEN,TSS,HNE,TCS,WHI,L,T-Shirt Short Sleeves,T-Shirt,1390000
5883681531378,Apparel,Di Dau,GPR-GBA-MEN-TSS-ONE-DDU-GRE-M,GBA,MEN,TSS,ONE,DDU,GRE,M,T-Shirt Short Sleeves,T-Shirt,710000
5897747837137,Apparel,Ginkgo Leaf 2,GPR-GSL-WOM-TSP-ONE-GL2-WHI-S,GSL,WOM,TSP,ONE,GL2,WHI,S,T-shirts Pocket Short Sleeves,T-Shirt,750000
5897831676574,Concept,Duchamp,CCO-DSP-UNI-ACC-KEY-DUC-BLK-0,DSP,UNI,ACC,KEY,DUC,BLK,0,0,Other,690000
5916064927601,Concept,Slipper Neruda,CCO-DSP-UNI-FWR-SLI-SLN-WOE-43,DSP,UNI,FWR,SLI,SLN,WOE,43,0,Other,7500000
5916981201501,Concept,Loafer Ayrton,CCO-DSP-UNI-FWR-LES-AYR-GRE-42,DSP,UNI,FWR,LES,AYR,GRE,42,0,Other,7600000
5919263984970,Concept,White Pepper & Salt Mix Grinder,CPU-BLS-UNI-FNB-SAL-008-MIX-70g,BLS,UNI,FNB,SAL,008,MIX,70g,0,Other,135000
5925834808873,Apparel,Di Dau,GPR-GOR-KID-TSS-ONE-DDU-BOR-6,GOR,KID,TSS,ONE,DDU,BOR,6,T-Shirt Short Sleeves,T-Shirt,590000
5937188268906,Art,9 Ginkgo’s Vietnamese soups A3,CCO-PAS-UNI-ART-ART-9GK-MIX-A3,PAS,UNI,ART,ART,9GK,MIX,A3,0,Other,5000000
5945351056809,Concept,Cà phê RuNam số5  bột 250gr ,CCO-RUN-UNI-FNB-CFP-SO5-NON-250g,RUN,UNI,FNB,CFP,SO5,NON,250g,0,Other,190000
5946875176905,Concept,"Turquoise, Gold plated, Amazonite",CCO-HAM-UNI-JEW-NEC-095-MIX-0,HAM,UNI,JEW,NEC,095,MIX,0,0,Other,4400000
5950413286438,Concept,A Lưới Blend,CCO-SHI-UNI-FNB-CFP-ALB-WHI-BAG,SHI,UNI,FNB,CFP,ALB,WHI,BAG,0,Other,150000
5951195935736,Concept,Bầu cua Ý Giao 2025,CPU-MAZ-UNI-SOU-GAM-YGO-RED-0,MAZ,UNI,SOU,GAM,YGO,RED,0,0,Other,1390000
5972120473383,Concept,Men’s Cezanne,CCO-DSP-UNI-BAG-CLU-CEZ-HYP-0,DSP,UNI,BAG,CLU,CEZ,HYP,0,0,Other,2850000
5986723011835,Apparel,Di Dau,GPR-GOR-KID-TSS-ONE-DDU-BOR-2,GOR,KID,TSS,ONE,DDU,BOR,2,T-Shirt Short Sleeves,T-Shirt,590000
5994847236034,Concept,Alex Loafer,CCO-DSP-UNI-FWR-LES-ALF-BLK-46,DSP,UNI,FWR,LES,ALF,BLK,46,0,Other,7800000
6000635781606,Art,XIX,CCO-PAS-UNI-ART-ART-XIX-MIX-A2,PAS,UNI,ART,ART,XIX,MIX,A2,0,Other,6000000
6003138638125,Accessories,Flying Stork,GPR-OTH-UNI-SOU-HFP-FSK-YEL-0,OTH,UNI,SOU,HFP,FSK,YEL,0,0,Other,295000
6005771737302,Concept,Schaeffer,CCO-DSP-UNI-BAG-CHR-SCH-RGN-0,DSP,UNI,BAG,CHR,SCH,RGN,0,0,Other,1150000
6014501794805,Apparel,Linen Shorts,GPR-GLI-MEN-SHS-BBT-LIN-WHI-L,GLI,MEN,SHS,BBT,LIN,WHI,L,Short men straight,Short,2290000
6027629051538,Apparel,Ginkgo Map,GPR-GSL-WOM-TSS-VNE-GMP-WHI-L,GSL,WOM,TSS,VNE,GMP,WHI,L,T-Shirt Short Sleeves,T-Shirt,750000
6029123671106,Apparel,Shuttlecock,GPR-GFN-MEN-SWL-ONE-SHU-BLK-S,GFN,MEN,SWL,ONE,SHU,BLK,S,Sweatshirt long sleeves,Shirt,1290000
6030009498809,Concept,ED Cushion -  Miss Anh,CCO-EDE-UNI-HDR-CUS-ANH-YEL-0,EDE,UNI,HDR,CUS,ANH,YEL,0,0,Other,480000
6035660479808,Concept,"Metal, Jade",CCO-HAM-UNI-JEW-EAR-35G-MIX-0,HAM,UNI,JEW,EAR,35G,MIX,0,0,Other,600000
7405734648536,Concept,"Jade, Enamel",CCO-HAM-UNI-JEW-EAR-35G-MIX-0,HAM,UNI,JEW,EAR,35G,MIX,0,0,Other,600000
6040596136336,Concept,"Silk Beads, Enamel",CCO-HAM-UNI-JEW-NEC-D72-MIX-0,HAM,UNI,JEW,NEC,D72,MIX,0,0,Other,1800000
6057363928575,Apparel,Hoi An,GPR-GBA-MEN-TSP-ONE-HAI-BLK-S,GBA,MEN,TSP,ONE,HAI,BLK,S,T-shirts Pocket Short Sleeves,T-Shirt,710000
6057798104032,Apparel,The Chairs,GPR-GCL-WOM-CRO-ONE-TCS-WHI-M,GCL,WOM,CRO,ONE,TCS,WHI,M,Crop Top Short Sleeves Crew Neck Oversized,Short,1190000
6060200822776,Apparel,No Name,GPR-GSP-WOM-SKS-EBT-NNE-BLK-M,GSP,WOM,SKS,EBT,NNE,BLK,M,Slit Pencil Skirt,Skirt,810000
6068677731904,Concept,Brel,CCO-DSP-UNI-BAG-CHR-BRE-BLK-0,DSP,UNI,BAG,CHR,BRE,BLK,0,0,Other,1500000
6076486115204,Concept,Standing Buddha,CPU-PSD-UNI-SOU-DEC-SBA-RED-8,PSD,UNI,SOU,DEC,SBA,RED,8,0,Other,290000
6087712336805,Apparel,Street Vendor,GPR-GOR-MEN-TSS-ONE-SVR-WHI-M,GOR,MEN,TSS,ONE,SVR,WHI,M,T-Shirt Short Sleeves,T-Shirt,990000
6088517254509,Apparel,Ginkgo Map,GPR-GSL-WOM-TSS-VNE-GMP-WHI-S,GSL,WOM,TSS,VNE,GMP,WHI,S,T-Shirt Short Sleeves,T-Shirt,750000
6095488457464,Accessories,Tropical Night,GPR-OTH-UNI-SOU-HFP-TNT-WHI-0,OTH,UNI,SOU,HFP,TNT,WHI,0,0,Other,295000
6096514451746,Apparel,Ghe Sup,GPR-GFI-MEN-SHS-EBT-GSP-NAV-S,GFI,MEN,SHS,EBT,GSP,NAV,S,Short men straight,Short,1050000
6099460399438,Concept,ED Cushion -  Miss Dung,CCO-EDE-UNI-HDR-CUS-DUN-WHI-0,EDE,UNI,HDR,CUS,DUN,WHI,0,0,Other,480000
6119372468104,Concept,Bertrand Loafer I,CCO-DSP-UNI-FWR-LES-BL1-TES-38,DSP,UNI,FWR,LES,BL1,TES,38,0,Other,5800000
6121089025730,Apparel,No Name,GPR-GSP-WOM-SKS-EBT-NNE-BLK-XL,GSP,WOM,SKS,EBT,NNE,BLK,XL,Slit Pencil Skirt,Skirt,810000
6132129523536,Concept,Men’s Fouquet,CCO-DSP-UNI-BAG-CLU-FOU-BLK-0,DSP,UNI,BAG,CLU,FOU,BLK,0,0,Other,1500000
6137817064438,Concept,Cezanne,CCO-DSP-UNI-BAG-CLU-CEZ-WOE-0,DSP,UNI,BAG,CLU,CEZ,WOE,0,0,Other,2850000
6148600549803,Apparel,Street Vendor,GPR-GOR-MEN-TSS-ONE-SVR-WHI-XL,GOR,MEN,TSS,ONE,SVR,WHI,XL,T-Shirt Short Sleeves,T-Shirt,990000
6150869621633,Concept,ED Ethnic Clutch -  Face Lolo,CCO-EDE-UNI-BAG-CLU-FLO-MIX-L,EDE,UNI,BAG,CLU,FLO,MIX,L,0,Other,395000
6152834082104,Concept,Hạt Organic Robusta250g,CCO-TKC-UNI-FNB-CFB-ROB-NON-250g,TKC,UNI,FNB,CFB,ROB,NON,250g,0,Other,235000
6175020296703,Apparel,The Chairs,GPR-GBA-WOM-CRO-ONE-TCS-BLK-L,GBA,WOM,CRO,ONE,TCS,BLK,L,Crop Top Short Sleeves Crew Neck Oversized,Short,1190000
6180260665172,Concept,Alex Loafer,CCO-DSP-UNI-FWR-LES-ALF-LEA-40,DSP,UNI,FWR,LES,ALF,LEA,40,0,Other,7800000
6194717007477,Apparel,Logo,GPR-GBA-MEN-TSS-ONE-LOG-JBG-M,GBA,MEN,TSS,ONE,LOG,JBG,M,T-Shirt Short Sleeves,T-Shirt,710000
6198430925476,Concept,"Aventurine, Golden metal",CCO-HAM-UNI-JEW-EAR-E50-MIX-0,HAM,UNI,JEW,EAR,E50,MIX,0,0,Other,1200000
6203007092946,Concept,Khăn 2M An Tư 70x70,CCO-LAN-UNI-HWR-SC2-ATU-BLU-70x70,LAN,UNI,HWR,SC2,ATU,BLU,70x70,0,Other,749000
6211436030538,Concept,Bran Oil CF Body Scrub,CCO-SHI-UNI-COS-BSB-BOC-BRO-PLJ,SHI,UNI,COS,BSB,BOC,BRO,PLJ,0,Other,120000
6215735836594,Apparel,Wolf,GPR-GOR-WOM-TTB-BNE-WOL-GRE-M,GOR,WOM,TTB,BNE,WOL,GRE,M,Tanktop Open Back,Tank Top,790000
6231751674736,CF,Vietnamese Salted Coffee,GPR-GCF-UNI-FNB-CFO-SAC-MIX-0,GCF,UNI,FNB,CFO,SAC,MIX,0,0,Other,75000
6234895894770,Apparel,Traffic Jam,GPR-GSL-KID-TSS-ONE-TJM-GPE-12,GSL,KID,TSS,ONE,TJM,GPE,12,T-Shirt Short Sleeves,T-Shirt,550000
6242014659100,Apparel,Water Buffalo,GPR-GOR-KID-TSS-ONE-WBO-JBG-12,GOR,KID,TSS,ONE,WBO,JBG,12,T-Shirt Short Sleeves,T-Shirt,590000
6253836294431,Concept,"Women's Bags
Austin",CCO-DSP-UNI-BAG-HDB-AUS-DPK-0,DSP,UNI,BAG,HDB,AUS,DPK,0,0,Other,15990000
6260181176107,Concept,Mẹ Âu Cơ 60x60,CCO-LAN-UNI-HWR-SC2-MAC-RED-60x60,LAN,UNI,HWR,SC2,MAC,RED,60x60,0,Other,549000
6271354936602,Concept,"Jade, Crystal, Leather",CCO-HAM-UNI-JEW-NEC-130-MIX-0,HAM,UNI,JEW,NEC,130,MIX,0,0,Other,4200000
6311272354376,Apparel,Fantastic Plastic,GPR-GOR-MEN-TSS-HNE-FPC-OLI-L,GOR,MEN,TSS,HNE,FPC,OLI,L,T-Shirt Short Sleeves,T-Shirt,1190000
6314392668019,Apparel,Star,GPR-GOR-MEN-TSS-ONE-STA-RED-XXL,GOR,MEN,TSS,ONE,STA,RED,XXL,T-Shirt Short Sleeves,T-Shirt,790000
6315286376805,Concept,Easy Loafer II,CCO-DSP-UNI-FWR-LES-EL2-BRO-39,DSP,UNI,FWR,LES,EL2,BRO,39,0,Other,6200000
6315968434939,Apparel,Urban,GPR-GSL-MEN-TTS-ONE-URB-WHI-S,GSL,MEN,TTS,ONE,URB,WHI,S,Tank Top Sleeveless,Tank Top,750000
6316532359238,Apparel,Ninh Binh Pagoda,GPR-GBA-MEN-TSS-ONE-NBP-WHI-S,GBA,MEN,TSS,ONE,NBP,WHI,S,T-Shirt Short Sleeves,T-Shirt,1650000
6373635888409,Apparel,The Chairs,GPR-GBA-MEN-TSO-ONE-TCS-BLK-XS,GBA,MEN,TSO,ONE,TCS,BLK,XS,T-Shirt Oversized,T-Shirt,1390000
6384865372101,Accessories,Ginkgo Culture Driven,GPR-OTH-UNI-BAG-TTB-GCD-CRE-0,OTH,UNI,BAG,TTB,GCD,CRE,0,0,Other,280000
6386709748776,Concept,Sơn La Blend,CCO-SHI-UNI-FNB-CFP-SLB-WHI-CAN,SHI,UNI,FNB,CFP,SLB,WHI,CAN,0,Other,180000
6387267003079,Apparel,Saigon Cruise,GPR-GBA-MEN-TSS-ONE-SCR-WHI-XXL,GBA,MEN,TSS,ONE,SCR,WHI,XXL,T-Shirt Short Sleeves,T-Shirt,950000
6389616358830,Concept,Schaeffer,CCO-DSP-UNI-BAG-CHR-SCH-ORA-0,DSP,UNI,BAG,CHR,SCH,ORA,0,0,Other,1150000
6396290109061,Accessories,Vietnam Telecom,GPR-OTH-UNI-FWR-SLI-VTM-BLK-38,OTH,UNI,FWR,SLI,VTM,BLK,38,0,Other,395000
6397482001804,Apparel,Ninh Binh Pagoda,GPR-GBA-MEN-TSS-ONE-NBP-WHI-XL,GBA,MEN,TSS,ONE,NBP,WHI,XL,T-Shirt Short Sleeves,T-Shirt,1650000
6407739109006,Concept,Chatto,CCO-DSP-UNI-BAG-CLU-CHA-CGN-0,DSP,UNI,BAG,CLU,CHA,CGN,0,0,Other,1300000
6412342343303,Concept,"Silk beads, Enamel, Silk Tassel",CCO-HAM-UNI-JEW-NEC-104-MIX-0,HAM,UNI,JEW,NEC,104,MIX,0,0,Other,2000000
6421024869932,Apparel,Star,GPR-GOR-MEN-TSS-ONE-STA-RED-S,GOR,MEN,TSS,ONE,STA,RED,S,T-Shirt Short Sleeves,T-Shirt,790000
6421667088837,Concept,The Citizen - Lawrence,CCO-DSP-UNI-FWR-LES-LAW-GWH-38,DSP,UNI,FWR,LES,LAW,GWH,38,0,Other,8250000
6424712394006,Concept,Lọc trà hoa cà phê RuNam,CCO-RUN-UNI-HDR-FBA-LTA-MIX-0,RUN,UNI,HDR,FBA,LTA,MIX,0,0,Other,286000
6431140607424,Apparel,Star,GPR-GOR-MEN-TSS-ONE-STA-RED-L,GOR,MEN,TSS,ONE,STA,RED,L,T-Shirt Short Sleeves,T-Shirt,790000
6438546407801,Apparel,Gao,GPR-GOR-MEN-TSS-HNE-GAO-BLK-M,GOR,MEN,TSS,HNE,GAO,BLK,M,T-Shirt Short Sleeves,T-Shirt,1650000
6449881978833,Apparel,Linen Pants,GPR-GLI-MEN-PAF-BBT-LIN-WHI-L,GLI,MEN,PAF,BBT,LIN,WHI,L,Pants slim fit,Pants,2690000
6453931284003,Concept,"Golden metal,  Silk tassel, Glass",CCO-HAM-UNI-JEW-NEC-116-MIX-0,HAM,UNI,JEW,NEC,116,MIX,0,0,Other,2800000
6457335715903,Apparel,Chair,GPR-GSP-MEN-POL-MAN-CHA-EMR-S,GSP,MEN,POL,MAN,CHA,EMR,S,Polo Short sleeves,Polo,1090000
6459736918877,Apparel,Urban,GPR-GCV-MEN-SIS-BUT-URB-WHI-XL,GCV,MEN,SIS,BUT,URB,WHI,XL,Shirt Short Sleeves ,Shirt,1790000
6477712075031,Concept,Tượng sơn mài Kỳ Lân nhỏ,CPU-PSD-UNI-SOU-DEC-UNI-RED-S,PSD,UNI,SOU,DEC,UNI,RED,S,0,Other,410000
6487041218474,Concept,Chatto,CCO-DSP-UNI-BAG-CLU-CHA-BUR-0,DSP,UNI,BAG,CLU,CHA,BUR,0,0,Other,1300000
6487466009800,Art,WT BE HOPE AFTER ALL,CCO-PAS-UNI-ART-ART-WTB-MIX-A1,PAS,UNI,ART,ART,WTB,MIX,A1,0,Other,7500000
6491622589907,Concept,Schaeffer,CCO-DSP-UNI-BAG-CHR-SCH-BPP-0,DSP,UNI,BAG,CHR,SCH,BPP,0,0,Other,1150000
6493445343070,Concept,"Jade, metal",CCO-HAM-UNI-JEW-EAR-E47-MIX-0,HAM,UNI,JEW,EAR,E47,MIX,0,0,Other,800000
6498956417876,Concept,SAIGON CLASSIQUE' 24,CPU-NGO-UNI-FWR-SNE-SGS-SES-38,NGO,UNI,FWR,SNE,SGS,SES,38,0,Other,3850000
